StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0.00,Q0.01,Q0.2,Q0.0.2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,PROLIFIC_PID,FL_5_DO
2022-11-23 12:16:03,2022-11-23 12:17:17,IP Address,69.201.93.22,100,73,True,2022-11-23 12:17:17,R_2Slc0muMp92DtzR,,,,,43.1061,-75.2336,anonymous,EN,"Yes, I consent","Yes, I commit",616829d7504e0346ff2b51df,,Other,Working from an office,Working from home,Working from home,A great deal,A great deal,A lot,Not at all important,Extremely important,1 Day,616829d7504e0346ff2b51df,TreatmentBlock
2022-11-23 12:16:37,2022-11-23 12:17:22,IP Address,73.64.167.96,100,44,True,2022-11-23 12:17:23,R_1K2WVp6TSOQyvip,,,,,40.3062,-76.8841,anonymous,EN,"Yes, I consent","Yes, I commit",,5ae3a41d32ef52000131a531,Technology,Working from an office,Working from home,Working from home,None at all,A little,A moderate amount,Slightly important,Very important,1 Day,5ae3a41d32ef52000131a531,ControlBlock
2022-11-23 12:16:40,2022-11-23 12:17:27,IP Address,136.36.54.169,100,46,True,2022-11-23 12:17:27,R_31vplIJOoHvrDKT,,,,,40.2584,-111.6591,anonymous,EN,"Yes, I consent","Yes, I commit",,6112f31f34628c8bc50e3aa7,Technology,Working from an office,Working from home,Working from home,A moderate amount,A moderate amount,A great deal,Moderately important,Moderately important,3 Days,6112f31f34628c8bc50e3aa7,ControlBlock
2022-11-23 12:16:18,2022-11-23 12:17:37,IP Address,99.89.113.118,100,78,True,2022-11-23 12:17:38,R_3qTF4qHegxrDQNt,,,,,38.6614,-121.2636,anonymous,EN,"Yes, I consent","Yes, I commit",,5c1b97f889f0350001726def,Education,Working from an office,Working from home,Working from home,A moderate amount,A great deal,A great deal,Extremely important,Slightly important,5 Days,5c1b97f889f0350001726def,ControlBlock
2022-11-23 12:16:21,2022-11-23 12:17:48,IP Address,173.75.35.148,100,86,True,2022-11-23 12:17:49,R_1gtJGKGogZzCHLo,,,,,40.5037,-80.0683,anonymous,EN,"Yes, I consent","Yes, I commit",5af835d8e19f8c00019e6dc0,,Technology,Working from an office,Working from home,Other,A lot,A lot,A lot,Very important,Moderately important,2 Days,5af835d8e19f8c00019e6dc0,TreatmentBlock
2022-11-23 12:17:21,2022-11-23 12:17:58,IP Address,76.151.39.77,100,36,True,2022-11-23 12:17:58,R_1jexBksbYiNm4bb,,,,,39.3645,-76.6069,anonymous,EN,"Yes, I consent","Yes, I commit",,611688156f6d22853511ffb3,Technology,Working from home,Working from home,Working from home,A great deal,A moderate amount,A lot,Slightly important,Moderately important,1 Day,611688156f6d22853511ffb3,ControlBlock
2022-11-23 12:17:09,2022-11-23 12:18:00,IP Address,108.39.201.160,100,50,True,2022-11-23 12:18:00,R_9sCOHYrJ2MVJ7tT,,,,,40.4064,-79.9856,anonymous,EN,"Yes, I consent","Yes, I commit",5cf91ace3bb7c4000162318c,,Media,Working from an office,Working from home,Other,None at all,None at all,A little,Not at all important,Moderately important,1 Day,5cf91ace3bb7c4000162318c,TreatmentBlock
2022-11-23 12:16:41,2022-11-23 12:18:00,IP Address,35.141.115.113,100,79,True,2022-11-23 12:18:01,R_2s5ZkvybgkLhLHg,,,,,28.53,-81.4807,anonymous,EN,"Yes, I consent","Yes, I commit",5edb6d2469290d00092100f8,,Other,Working from an office,Other,Other,None at all,A little,A lot,Not at all important,Moderately important,2 Days,5edb6d2469290d00092100f8,TreatmentBlock
2022-11-23 12:13:38,2022-11-23 12:18:07,IP Address,73.244.171.192,100,269,True,2022-11-23 12:18:07,R_21bvvT7s9h4M0YK,,,,,25.6666,-80.4036,anonymous,EN,"Yes, I consent","Yes, I commit",62b0ca0d059c8bfc4c19c68e,,Construction,Working from home,Working from an office,Working from an office,A great deal,A great deal,A great deal,Extremely important,Extremely important,1 Day,62b0ca0d059c8bfc4c19c68e,TreatmentBlock
2022-11-23 12:17:13,2022-11-23 12:18:09,IP Address,68.199.68.224,100,56,True,2022-11-23 12:18:09,R_30pCvSvO9GsnBKg,,,,,41.5977,-73.8895,anonymous,EN,"Yes, I consent","Yes, I commit",5faeb0771929e6000941ecc5,,Technology,Working from home,Working from home,Working from home,None at all,A lot,A great deal,Not at all important,Extremely important,1 Day,5faeb0771929e6000941ecc5,TreatmentBlock
2022-11-23 12:17:24,2022-11-23 12:18:13,IP Address,71.38.156.155,100,48,True,2022-11-23 12:18:14,R_1Nk0C1a1EbX1FID,,,,,36.129,-115.2765,anonymous,EN,"Yes, I consent","Yes, I commit",5ca419ef2fd4860001a501db,,Other,Working from home,Working from home,Working from home,A little,A lot,A moderate amount,Slightly important,Moderately important,1 Day,5ca419ef2fd4860001a501db,TreatmentBlock
2022-11-23 12:18:08,2022-11-23 12:18:33,IP Address,172.58.61.141,100,25,True,2022-11-23 12:18:34,R_3NJ3W8GKKtlLLoF,,,,,39.7388,-104.9868,anonymous,EN,"Yes, I consent","No, I do not commit (You will be exited out of the survey and redirected back to Prolific on the next page)",,,,,,,,,,,,,5c1199258b095d00015cf0ec,
2022-11-23 12:17:00,2022-11-23 12:18:44,IP Address,72.201.177.69,100,104,True,2022-11-23 12:18:45,R_2TT5M4D1yq61Pis,,,,,33.4306,-111.9256,anonymous,EN,"Yes, I consent","Yes, I commit",,5c38f7ac7ba066000164fd1e,Construction,Working from an office,Working from home,Working from an office,A great deal,A great deal,A lot,Extremely important,Very important,5 Days,5c38f7ac7ba066000164fd1e,ControlBlock
2022-11-23 12:18:13,2022-11-23 12:18:55,IP Address,72.84.231.4,100,42,True,2022-11-23 12:18:56,R_3gT8Mse0r6eHxCZ,,,,,37.5147,-77.5034,anonymous,EN,"Yes, I consent","Yes, I commit",,60d7697bf8d2dd2ce87a331e,Education,Working from home,Working from home,Working from home,A little,None at all,None at all,Slightly important,Very important,2 Days,60d7697bf8d2dd2ce87a331e,ControlBlock
2022-11-23 12:17:02,2022-11-23 12:19:19,IP Address,73.138.208.150,100,136,True,2022-11-23 12:19:19,R_3KTx2vfA0X7FDso,,,,,25.9823,-80.1405,anonymous,EN,"Yes, I consent","Yes, I commit",60e9e8092cfc1f464753dd71,,Technology,Working from an office,Working from home,Working from home,A little,A moderate amount,A great deal,Moderately important,Moderately important,2 Days,60e9e8092cfc1f464753dd71,TreatmentBlock
2022-11-23 12:18:03,2022-11-23 12:19:25,IP Address,104.174.120.229,100,82,True,2022-11-23 12:19:25,R_1IuxEopsqEggmfN,,,,,34.0138,-118.4405,anonymous,EN,"Yes, I consent","Yes, I commit",,6151e479b4ee16668948c7f2,Entertainment,Working from an office,Working from home,Working from an office,A moderate amount,A moderate amount,A lot,Very important,Not at all important,5 Days,6151e479b4ee16668948c7f2,ControlBlock
2022-11-23 12:18:30,2022-11-23 12:19:37,IP Address,24.89.18.3,100,67,True,2022-11-23 12:19:38,R_2PhaIBwizGdkxHG,,,,,39.6343,-77.7337,anonymous,EN,"Yes, I consent","Yes, I commit",5d63179aa3b94d0001da4bb6,,Other,Working from an office,Working from home,Other,A great deal,A lot,A great deal,Very important,Not at all important,4 Days,5d63179aa3b94d0001da4bb6,TreatmentBlock
2022-11-23 12:19:05,2022-11-23 12:19:47,IP Address,71.190.55.196,100,42,True,2022-11-23 12:19:47,R_27PUvWtvJu6kk1L,,,,,40.6877,-73.9267,anonymous,EN,"Yes, I consent","Yes, I commit",,62c5fbbb796500bb5406d772,Entertainment,Working from an office,Working from an office,Working from home,A little,A moderate amount,A lot,Moderately important,Slightly important,3 Days,62c5fbbb796500bb5406d772,ControlBlock
2022-11-23 12:16:33,2022-11-23 12:20:01,IP Address,76.110.46.189,100,207,True,2022-11-23 12:20:01,R_1fdUIID0k5ZDAPM,,,,,27.2621,-80.3835,anonymous,EN,"Yes, I consent","Yes, I commit",62faba5f904642df812944fa,,Other,Working from an office,Working from home,Working from home,None at all,A little,A little,Slightly important,Very important,1 Day,62faba5f904642df812944fa,TreatmentBlock
2022-11-23 12:19:17,2022-11-23 12:20:05,IP Address,24.55.52.226,100,47,True,2022-11-23 12:20:05,R_0VezVx8r0rvtBMB,,,,,30.2971,-97.7862,anonymous,EN,"Yes, I consent","Yes, I commit",,60566620bb888e88b6c157ee,Technology,Working from an office,Working from home,Working from home,A moderate amount,A little,A lot,Slightly important,Slightly important,1 Day,60566620bb888e88b6c157ee,ControlBlock
2022-11-23 12:19:22,2022-11-23 12:20:05,IP Address,50.159.93.254,100,43,True,2022-11-23 12:20:06,R_2uKukyCianLnwxv,,,,,36.0588,-115.3104,anonymous,EN,"Yes, I consent","Yes, I commit",623ac50ed58ac10f7e259b8f,,Technology,Working from an office,Working from home,Working from an office,A lot,A great deal,A great deal,Very important,Moderately important,4 Days,623ac50ed58ac10f7e259b8f,TreatmentBlock
2022-11-23 12:19:22,2022-11-23 12:20:19,IP Address,174.230.203.111,100,56,True,2022-11-23 12:20:19,R_3nemvH2dh3Iw9Yc,,,,,40.7592,-111.8875,anonymous,EN,"Yes, I consent","Yes, I commit",5ea70b0537c5170b90ece8ac,,Education,Working from an office,Working from home,Working from home,None at all,A little,A little,Not at all important,Extremely important,1 Day,5ea70b0537c5170b90ece8ac,TreatmentBlock
2022-11-23 12:19:30,2022-11-23 12:20:21,IP Address,24.17.142.26,100,51,True,2022-11-23 12:20:22,R_1lfockfUysf2xdk,,,,,47.7027,-117.3702,anonymous,EN,"Yes, I consent","Yes, I commit",62bdad093f129a724c4dd7b2,,Technology,Working from an office,Working from home,Working from home,None at all,A moderate amount,A great deal,Not at all important,Extremely important,1 Day,62bdad093f129a724c4dd7b2,TreatmentBlock
2022-11-23 12:19:16,2022-11-23 12:20:24,IP Address,108.73.95.238,100,68,True,2022-11-23 12:20:24,R_Qne2N4BsWA5vHTH,,,,,32.9636,-96.7468,anonymous,EN,"Yes, I consent","Yes, I commit",593ae250ef9ed1000141364c,,Other,Working from home,Working from home,Working from home,None at all,A little,A moderate amount,Not at all important,Very important,1 Day,593ae250ef9ed1000141364c,TreatmentBlock
2022-11-23 12:19:19,2022-11-23 12:20:28,IP Address,173.80.125.77,100,68,True,2022-11-23 12:20:29,R_1DZKzS6JkyrSSIg,,,,,38.2373,-81.551,anonymous,EN,"Yes, I consent","Yes, I commit",,5c3b70640eaa0100018ea877,Other,Working from an office,Working from home,Working from home,None at all,A moderate amount,None at all,Not at all important,Very important,1 Day,5c3b70640eaa0100018ea877,ControlBlock
2022-11-23 12:18:57,2022-11-23 12:20:29,IP Address,73.198.25.75,100,92,True,2022-11-23 12:20:30,R_9F7pJivoB5fw5EJ,,,,,39.9464,-75.0517,anonymous,EN,"Yes, I consent","Yes, I commit",615252fe3ac6a44f68bdc779,,Other,Other,Working from home,Working from home,A little,A moderate amount,None at all,Moderately important,Slightly important,2 Days,615252fe3ac6a44f68bdc779,TreatmentBlock
2022-11-23 12:20:10,2022-11-23 12:20:39,IP Address,66.66.132.251,100,28,True,2022-11-23 12:20:39,R_8jJNDMVHPreCSJP,,,,,43.2207,-77.5992,anonymous,EN,"Yes, I consent","Yes, I commit",,5fb97228ff45687f38da7813,Technology,Working from an office,Working from home,Working from an office,A lot,A lot,A great deal,Moderately important,Moderately important,3 Days,5fb97228ff45687f38da7813,ControlBlock
2022-11-23 12:20:14,2022-11-23 12:21:15,IP Address,67.20.226.95,100,61,True,2022-11-23 12:21:16,R_31F2BzW1zeoA8OM,,,,,40.6217,-79.9431,anonymous,EN,"Yes, I consent","Yes, I commit",,6272aedf6abac2a395291522,Other,Working from home,Working from home,Working from home,None at all,A little,A little,Not at all important,Very important,1 Day,6272aedf6abac2a395291522,ControlBlock
2022-11-23 12:20:51,2022-11-23 12:22:06,IP Address,172.58.191.97,100,75,True,2022-11-23 12:22:06,R_pLru2tScQtTEBKV,,,,,38.9091,-77.0203,anonymous,EN,"Yes, I consent","Yes, I commit",5bc3949e35ed640001e277ba,,Education,Working from an office,Working from home,Working from an office,None at all,None at all,None at all,Not at all important,Extremely important,1 Day,5bc3949e35ed640001e277ba,TreatmentBlock
2022-11-23 12:22:02,2022-11-23 12:22:35,IP Address,108.46.151.185,100,33,True,2022-11-23 12:22:35,R_2OITI3PYoouYjF1,,,,,40.7359,-73.9904,anonymous,EN,"Yes, I consent","Yes, I commit",,5b457ba9eb64c200015bbab1,Technology,Working from an office,Working from home,Working from home,A moderate amount,A moderate amount,A great deal,Very important,Moderately important,3 Days,5b457ba9eb64c200015bbab1,ControlBlock
2022-11-23 12:21:17,2022-11-23 12:22:38,IP Address,71.86.182.149,100,80,True,2022-11-23 12:22:38,R_2zwsDT0fZympH6Z,,,,,45.7659,-87.089,anonymous,EN,"Yes, I consent","Yes, I commit",,5ba849b3a2a1ae0001f08d2d,Technology,Working from an office,Working from home,Working from home,A lot,A lot,None at all,Moderately important,Very important,1 Day,5ba849b3a2a1ae0001f08d2d,ControlBlock
2022-11-23 12:14:43,2022-11-23 12:22:55,IP Address,24.28.20.83,100,491,True,2022-11-23 12:22:55,R_2bIXxmquHIcxUVX,,,,,30.5045,-97.8209,anonymous,EN,"Yes, I consent","Yes, I commit",5eb881c34d347b0b1acfbd05,,Other,Working from an office,Working from home,Other,None at all,A little,A little,Not at all important,Moderately important,1 Day,5eb881c34d347b0b1acfbd05,TreatmentBlock
2022-11-23 12:21:47,2022-11-23 12:23:18,IP Address,76.105.152.200,100,91,True,2022-11-23 12:23:18,R_Tu7kZV61Lc3HsqJ,,,,,45.3378,-122.5724,anonymous,EN,"Yes, I consent","Yes, I commit",,5d100e740277ff00152f7562,Other,Working from home,Working from home,Working from home,None at all,A great deal,A little,Not at all important,Very important,4 Days,5d100e740277ff00152f7562,ControlBlock
2022-11-23 12:22:35,2022-11-23 12:23:19,IP Address,73.8.77.196,100,44,True,2022-11-23 12:23:20,R_tWFLlMCQkzNMlJn,,,,,42.3275,-88.2918,anonymous,EN,"Yes, I consent","Yes, I commit",,5f55b2de5c3cb118507479f5,Other,Working from home,Working from home,Working from home,None at all,None at all,None at all,Not at all important,Extremely important,1 Day,5f55b2de5c3cb118507479f5,ControlBlock
2022-11-23 12:22:15,2022-11-23 12:23:23,IP Address,72.238.18.78,100,68,True,2022-11-23 12:23:24,R_cV11FRiIQhUuhMJ,,,,,28.5788,-81.4396,anonymous,EN,"Yes, I consent","Yes, I commit",6277f24d24ba4608b3fa016c,,Transportation,Working from an office,Working from home,Working from an office,A great deal,A moderate amount,A lot,Moderately important,Very important,3 Days,6277f24d24ba4608b3fa016c,TreatmentBlock
2022-11-23 12:22:28,2022-11-23 12:23:35,IP Address,74.133.135.37,100,66,True,2022-11-23 12:23:35,R_yF0YXhrzQTwW4j7,,,,,39.0705,-84.516,anonymous,EN,"Yes, I consent","Yes, I commit",5615777c7ffc8a000a811c61,,Healthcare,Working from an office,Working from an office,Working from an office,A moderate amount,A moderate amount,A lot,Moderately important,Very important,2 Days,5615777c7ffc8a000a811c61,TreatmentBlock
2022-11-23 12:22:31,2022-11-23 12:23:36,IP Address,99.162.252.248,100,64,True,2022-11-23 12:23:36,R_2pQR4m86WMmZfkU,,,,,25.9823,-80.1405,anonymous,EN,"Yes, I consent","Yes, I commit",,62850d0754941f925e1af397,Technology,Working from home,Working from home,Working from home,None at all,None at all,None at all,Not at all important,Very important,1 Day,62850d0754941f925e1af397,ControlBlock
2022-11-23 12:23:04,2022-11-23 12:24:04,IP Address,66.91.75.29,100,59,True,2022-11-23 12:24:04,R_XmHwqkDkArdDqbT,,,,,21.4535,-158.0193,anonymous,EN,"Yes, I consent","Yes, I commit",,5dd0098e01fadf0fa6c3a15f,Other,Working from an office,Working from home,Working from an office,A moderate amount,A moderate amount,A great deal,Slightly important,Slightly important,3 Days,5dd0098e01fadf0fa6c3a15f,ControlBlock
2022-11-23 12:22:20,2022-11-23 12:24:08,IP Address,68.196.90.201,100,108,True,2022-11-23 12:24:08,R_1doU7W3X1aLktbI,,,,,40.9238,-73.9989,anonymous,EN,"Yes, I consent","Yes, I commit",5fd9ad6dab00c64c8a45c9fc,,Healthcare,Working from an office,Working from home,Working from home,None at all,None at all,A little,Not at all important,Extremely important,1 Day,5fd9ad6dab00c64c8a45c9fc,TreatmentBlock
2022-11-23 12:22:20,2022-11-23 12:24:33,IP Address,172.58.108.249,100,132,True,2022-11-23 12:24:33,R_234yftgUAg32bUC,,,,,32.7836,-96.8674,anonymous,EN,"Yes, I consent","Yes, I commit",,62952201fa2b4996b7a66f3d,Construction,Working from an office,Working from an office,Working from an office,A moderate amount,A lot,A lot,Moderately important,Slightly important,3 Days,62952201fa2b4996b7a66f3d,ControlBlock
2022-11-23 12:23:51,2022-11-23 12:24:57,IP Address,172.250.80.22,100,66,True,2022-11-23 12:24:57,R_1OiY7XLz5xeID5V,,,,,34.197,-118.8199,anonymous,EN,"Yes, I consent","Yes, I commit",62b14dff6abbc73f0f5f090c,,Other,Working from an office,Working from home,Working from home,None at all,A little,A lot,Slightly important,Moderately important,1 Day,62b14dff6abbc73f0f5f090c,TreatmentBlock
2022-11-23 12:21:15,2022-11-23 12:25:09,IP Address,50.83.55.68,100,233,True,2022-11-23 12:25:10,R_2EyQvdIuaIfRYTJ,,,,,41.9846,-91.627,anonymous,EN,"Yes, I consent","Yes, I commit",611267d44fb8536ce68fe464,,Healthcare,Working from home,Working from home,Working from home,None at all,A moderate amount,A little,Not at all important,Extremely important,1 Day,611267d44fb8536ce68fe464,TreatmentBlock
2022-11-23 12:24:18,2022-11-23 12:25:14,IP Address,96.230.55.157,100,56,True,2022-11-23 12:25:15,R_1PT3wzpPjqkXX1c,,,,,42.3182,-71.6429,anonymous,EN,"Yes, I consent","Yes, I commit",60da18dba560960ea60a8fe5,,Technology,Working from an office,Working from home,Working from home,None at all,A moderate amount,A lot,Moderately important,Moderately important,1 Day,60da18dba560960ea60a8fe5,TreatmentBlock
2022-11-23 12:23:41,2022-11-23 12:25:18,IP Address,47.28.66.181,100,96,True,2022-11-23 12:25:18,R_21hSyZN4MZV3GlG,,,,,34.1424,-118.1257,anonymous,EN,"Yes, I consent","Yes, I commit",,5d74001d391b6600175f433b,Hospitality,Working from home,Working from home,Working from home,None at all,A moderate amount,A little,Not at all important,Extremely important,1 Day,5d74001d391b6600175f433b,ControlBlock
2022-11-23 12:25:02,2022-11-23 12:25:55,IP Address,96.233.158.165,100,53,True,2022-11-23 12:25:56,R_12hTsqDtvtFOwRA,,,,,41.8333,-71.4314,anonymous,EN,"Yes, I consent","Yes, I commit",5d0c185215f65d00017699f2,,Education,Other,Working from home,Other,None at all,A little,A moderate amount,Not at all important,Extremely important,1 Day,5d0c185215f65d00017699f2,TreatmentBlock
2022-11-23 12:25:26,2022-11-23 12:26:06,IP Address,174.97.96.6,100,40,True,2022-11-23 12:26:07,R_1PRkTzLIjwwL1fA,,,,,39.6635,-84.2439,anonymous,EN,"Yes, I consent","Yes, I commit",,62841e3601b7cae85fa2565b,Other,Working from an office,Working from home,Working from an office,A moderate amount,A moderate amount,A great deal,Moderately important,Very important,3 Days,62841e3601b7cae85fa2565b,ControlBlock
2022-11-23 12:23:37,2022-11-23 12:26:10,IP Address,73.214.29.3,100,153,True,2022-11-23 12:26:10,R_2EoWc2woz2Ydoas,,,,,40.9958,-80.3264,anonymous,EN,"Yes, I consent","Yes, I commit",,6316212c1109a3b1bac89fe6,Healthcare,Working from an office,Working from an office,Working from an office,A moderate amount,A moderate amount,A moderate amount,Slightly important,Moderately important,2 Days,6316212c1109a3b1bac89fe6,ControlBlock
2022-11-23 12:22:54,2022-11-23 12:27:54,IP Address,166.196.103.106,100,299,True,2022-11-23 12:27:54,R_BrzFMDNQSet3mb7,,,,,40.0545,-75.1607,anonymous,EN,"Yes, I consent","Yes, I commit",5ac5207ee1546900019c0279,,Entertainment,Working from an office,Working from home,Working from an office,None at all,A moderate amount,A lot,Slightly important,Moderately important,3 Days,5ac5207ee1546900019c0279,TreatmentBlock
2022-11-23 12:20:13,2022-11-23 12:28:20,IP Address,97.97.19.214,100,486,True,2022-11-23 12:28:21,R_22Yb59A0NzWksKy,,,,,28.2683,-82.2912,anonymous,EN,"Yes, I consent","Yes, I commit",6313a3d93104022e9b8a7318,,Technology,Working from an office,Working from home,Working from home,A great deal,A great deal,A great deal,Extremely important,Extremely important,2 Days,6313a3d93104022e9b8a7318,TreatmentBlock
2022-11-23 12:18:34,2022-11-23 12:28:26,IP Address,73.144.191.47,100,592,True,2022-11-23 12:28:27,R_ePDjDPWgLBMc4rD,,,,,42.2967,-85.2066,anonymous,EN,"Yes, I consent","Yes, I commit",,580a494da38f4a00012ebfdc,Entertainment,Working from an office,Other,Working from an office,A lot,A moderate amount,A moderate amount,Very important,Moderately important,3 Days,580a494da38f4a00012ebfdc,ControlBlock
2022-11-23 12:25:18,2022-11-23 12:28:37,IP Address,174.210.1.56,100,199,True,2022-11-23 12:28:38,R_3nIrhJR1WBluHL2,,,,,38.6664,-90.322,anonymous,EN,"Yes, I consent","Yes, I commit",5639a8adbe9cac000daaa30f,,Other,Working from home,Working from home,Working from home,A great deal,A moderate amount,A little,Slightly important,Extremely important,5 Days,5639a8adbe9cac000daaa30f,TreatmentBlock
2022-11-23 12:20:13,2022-11-23 12:30:21,IP Address,72.109.193.171,100,607,True,2022-11-23 12:30:21,R_20nsS9E8PJrsFJ7,,,,,32.8489,-96.9667,anonymous,EN,"Yes, I consent","Yes, I commit",5d41fdd8ca81250001493117,,Manufacturing,Working from home,Working from home,Working from an office,A little,A moderate amount,A little,Slightly important,Slightly important,5 Days,5d41fdd8ca81250001493117,TreatmentBlock
2022-11-23 12:14:08,2022-11-23 12:36:16,IP Address,162.231.57.35,100,1328,True,2022-11-23 12:36:16,R_r2x4NM0GaC1R3SV,,,,,32.7405,-117.0935,anonymous,EN,"Yes, I consent","Yes, I commit",,59baa339ab8d830001fe56f5,Hospitality,Working from an office,Working from an office,Working from an office,A moderate amount,A lot,A great deal,Moderately important,Moderately important,3 Days,59baa339ab8d830001fe56f5,ControlBlock
